年;月;日;时;分;秒;纬;经;mw
2003;10;16;9;16;50;50.14;87.68;3.87
2003;10;16;19;7;51;50.08;87.79;4.77
2003;10;16;23;9;1;49.95;87.46;3.4
2003;10;17;12;36;23;50.02;87.54;3.75
2003;10;17;21;55;44;50.08;87.72;4.3
2003;10;20;12;5;10;49.97;88.42;3.54
2003;10;21;2;50;30;49.73;88.02;3.51
2003;10;21;7;32;24;19.81;95.62;4.09
2003;10;22;11;25;45;49.92;88.32;4.22
2003;10;23;3;54;25;50.45;87.53;4.28
2003;10;23;9;32;46;50.13;88.09;3.86
2003;10;23;13;48;4;49.84;88.68;3.54
2003;10;27;21;45;8;49.93;88.04;3.51
2003;10;30;16;1;23;19.94;95.9;3.98
2003;10;31;11;6;23;19.8;95.4;4.56
2003;11;1;1;53;49;20.22;96.04;4.53
2003;11;1;22;16;58;49.94;87.55;4.09
2003;11;1;22;55;37;50.21;87.79;3.98
2003;11;2;10;49;2;19.93;95.79;4.44
2003;11;3;19;27;36;25.39;96.52;3.87
2003;11;4;15;56;56;49.94;88.21;3.98
2003;11;5;2;46;12;49.94;88.11;3.76
2003;11;5;15;17;51;50.37;87.52;4.4
2003;11;5;18;35;44;50.12;87.31;3.44
2003;11;6;13;59;34;21.0;96.83;4.32
2003;11;6;15;18;54;18.97;95.24;4.9
2003;11;7;20;29;23;26.53;96.86;3.65
2003;11;8;8;52;10;50.43;87.18;3.63
2003;11;8;14;28;40;50.16;87.84;3.65
2003;11;9;9;49;49;21.39;99.87;3.44
2003;11;9;17;22;49;50.15;87.18;4.09
2003;11;10;2;41;49;50.37;86.54;4.09
2003;11;11;5;17;19;49.91;88.01;3.91
2003;11;11;10;5;33;19.81;95.68;3.98
2003;11;12;1;57;58;49.94;86.92;3.75
2003;11;13;1;58;38;19.63;95.86;4.77
2003;11;15;15;25;40;50.09;87.6;3.98
2003;11;15;19;48;11;50.36;87.6;4.46
2003;11;26;10;5;60;50.8;88.24;4.09
2003;11;27;11;52;11;50.68;91.18;3.44
2003;12;1;12;39;25;51.71;98.22;4.59
2003;12;2;10;2;47;50.08;87.77;3.65
2003;12;4;12;25;10;49.89;88.22;4.77
2003;12;4;19;10;52;49.88;87.42;3.63
2003;12;5;19;13;27;49.99;87.71;3.98
2003;12;7;22;52;3;19.58;95.57;4.53
2003;12;8;22;15;46;50.28;87.05;4.52
2003;12;17;0;7;10;19.79;95.7;3.98
2003;12;19;5;2;6;19.79;95.92;3.65
2003;12;24;5;23;54;50.23;87.31;4.41
2003;12;27;19;2;57;49.84;88.2;4.44
2003;12;30;5;36;24;22.75;92.36;3.87
2004;1;3;10;35;23;50.41;87.14;4.3
2004;1;6;7;40;5;23.64;92.85;3.87
2004;1;11;14;56;19;19.21;95.9;4.56
2004;1;11;16;9;28;49.89;87.9;3.76
2004;1;15;14;6;34;33.84;73.38;3.98
2004;1;16;19;8;32;52.84;128.73;4.21
2004;1;16;21;29;14;49.92;88.1;4.59
2004;1;25;10;41;7;50.36;87.12;3.98
2004;1;30;10;7;56;43.33;77.72;4.77
2004;1;30;20;46;57;50.11;86.85;3.76
2004;2;2;5;8;43;34.51;74.29;3.76
2004;2;7;16;9;46;49.76;87.97;4.32
2004;2;7;19;45;35;50.15;87.67;4.77
2004;2;8;0;44;17;50.62;86.77;3.87
2004;2;15;5;42;12;35.0;73.15;3.65
2004;2;16;19;11;51;34.93;73.21;3.87
2004;2;22;15;37;59;29.27;81.14;3.54
2004;2;22;17;12;26;37.54;73.16;4.53
2004;2;23;22;22;19;41.15;69.45;3.87
2004;2;27;8;26;46;53.5;91.58;3.65
2004;3;13;13;24;33;28.67;82.29;3.87
2004;3;17;1;30;55;49.95;87.72;3.44
2004;3;23;9;22;51;50.18;87.33;3.11
2004;3;24;19;55;49;53.65;125.6;4.53
2004;3;25;14;45;11;51.15;92.74;4.46
2004;3;27;10;0;56;50.21;87.86;3.76
2004;4;2;17;44;44;38.06;68.77;3.44
2004;4;6;21;27;59;39.57;71.6;3.87
2004;4;16;5;28;24;50.2;87.98;3.44
2004;4;17;14;13;24;50.1;87.52;4.77
2004;4;17;16;49;40;49.99;88.28;4.09
2004;4;25;2;59;26;20.01;96.07;3.65
2004;4;27;6;22;50;36.84;73.77;4.53
2004;4;28;0;2;38;40.7;73.53;3.75
2004;5;7;18;18;2;20.49;98.31;3.65
2004;5;13;11;53;49;45.84;106.84;5.08
2004;5;29;12;9;34;28.48;82.72;3.86
2004;5;29;12;22;12;28.52;82.74;4.09
2004;5;31;13;36;11;50.35;87.85;4.46
2004;6;11;10;37;18;53.59;91.56;3.65
2004;6;12;18;3;56;50.51;87.56;4.09
2004;6;15;4;53;53;26.11;95.97;4.56
2004;6;17;9;25;4;50.08;88.17;4.21
2004;6;19;5;47;38;15.62;94.05;4.71
2004;6;27;17;47;20;45.59;96.51;3.76
2004;6;29;18;18;52;45.88;96.43;3.87
2005;7;4;19;44;3;32.87;76.6;4.77
2004;7;10;8;44;16;20.35;95.78;4.09
2004;7;18;21;46;48;23.83;96.0;3.86
2004;7;21;9;9;11;51.1;98.11;4.59
2004;7;21;14;42;31;51.15;97.95;4.46
2004;7;21;19;27;5;50.81;98.09;4.89
2004;7;24;8;41;6;50.89;98.14;4.22
2004;7;25;21;43;47;40.1;72.89;3.65
2004;7;26;18;59;43;38.8;68.89;3.76
2004;7;26;20;29;25;51.06;98.05;4.59
2005;5;24;22;34;53;44.24;77.56;3.87
2005;5;28;3;46;22;51.14;97.92;4.4
2005;5;29;13;29;52;51.27;97.71;4.53
2004;8;4;2;9;12;25.67;90.1;4.21
2004;8;6;3;58;26;51.3;97.86;3.54
2004;8;8;0;4;17;39.32;72.38;3.65
2004;8;8;13;22;15;20.03;95.8;4.44
2004;8;11;14;24;47;50.37;87.55;4.46
2004;8;11;15;56;37;35.67;75.64;3.86
2004;8;12;18;8;46;25.47;90.81;3.98
2004;8;19;20;49;58;44.55;104.38;4.34
2004;8;22;22;55;53;33.95;77.8;3.76
2004;8;23;1;39;33;37.43;69.51;3.98
2004;8;24;6;7;47;51.23;98.82;4.65
2004;8;26;20;23;22;41.89;72.3;3.63
2004;8;29;8;52;52;37.5;70.09;3.28
2005;8;8;2;25;46;17.85;92.31;4.67
2004;9;3;2;47;4;49.98;88.29;4.4
2004;9;17;11;25;47;15.73;95.66;5.68
2004;9;17;17;50;58;15.8;95.79;4.09
2005;6;29;21;32;54;38.04;70.62;3.76
2004;10;2;19;59;35;48.07;104.31;4.83
2004;10;5;18;35;14;45.77;96.28;3.4
2004;10;5;19;51;31;45.95;96.39;3.98
2004;10;15;21;26;16;45.89;96.4;3.4
2004;10;16;0;37;58;45.76;96.43;3.4
2004;10;16;2;23;11;45.77;96.47;3.86
2004;10;22;0;3;52;24.85;96.13;3.54
2004;10;31;3;49;28;35.46;74.87;4.09
2004;10;31;6;55;38;35.24;74.38;3.63
2004;10;31;21;25;13;35.43;74.8;4.89
2004;11;17;10;38;59;28.25;84.58;3.63
2004;11;22;23;15;19;49.99;88.36;4.32
2004;11;26;11;4;49;35.22;74.51;3.87
2004;11;29;0;44;54;41.72;75.1;4.65
2004;12;4;12;37;42;15.7;95.8;4.09
2004;12;6;17;10;57;50.0;88.24;3.98
2004;12;27;21;24;5;17.36;93.71;4.3
2004;12;30;1;9;34;19.8;95.9;4.67
2004;12;30;23;4;4;51.23;92.75;3.87
2005;1;15;22;32;47;29.45;80.95;4.67
2005;1;16;8;43;45;29.66;80.55;5.14
2005;1;18;11;57;55;53.58;91.42;3.98
2005;1;22;13;38;1;33.93;73.27;3.4
2005;1;24;11;31;27;17.41;95.6;4.53
2005;2;15;11;15;6;24.52;92.61;5.05
2005;2;27;18;32;10;25.4;91.6;4.21
2005;3;12;22;13;10;49.8;89.6;4.19
2005;3;25;5;38;28;41.06;73.89;3.65
2005;3;29;15;51;24;28.06;84.66;3.86
2005;4;9;20;48;26;44.43;104.16;4.16
2005;4;14;15;23;49;44.97;102.13;3.65
2005;4;16;4;39;37;53.53;93.95;3.86
2005;4;20;17;48;51;42.51;76.72;4.34
2005;4;24;8;32;30;50.05;88.19;3.75
2005;9;3;1;24;11;49.93;88.02;5.14
2005;5;1;7;27;2;34.64;122.55;4.34
2005;5;2;8;57;53;24.42;95.3;3.98
2005;5;27;14;58;48;22.46;95.42;4.44
2005;6;19;17;33;29;34.62;75.32;3.33
2005;6;21;18;2;26;38.28;69.23;4.32
2005;6;7;15;33;27;38.97;71.04;4.16
2005;6;28;19;48;5;52.25;90.95;4.53
2005;7;21;12;45;17;23.02;91.9;4.21
2005;8;17;18;37;2;20.91;99.64;4.53
2005;6;16;7;31;29;43.77;103.17;4.83
2005;8;8;15;28;56;50.15;87.44;3.65
2005;8;29;20;32;45;17.22;95.42;5.14
2005;9;27;1;22;52;38.26;69.68;4.21
2005;9;30;3;30;8;38.57;69.86;4.28
2005;10;2;14;12;29;36.86;71.53;4.53
2005;10;8;3;58;11;34.96;73.74;5.95
2005;10;8;4;1;19;34.73;73.28;5.83
2005;10;8;4;13;20;34.8;73.18;5.02
2005;10;8;4;30;42;34.94;72.93;5.02
2005;10;8;4;34;36;34.4;73.77;5.25
2005;10;8;4;46;15;34.88;73.75;4.44
2005;10;8;4;52;9;34.19;73.23;4.56
2005;10;8;4;56;25;34.17;73.77;4.79
2005;10;8;5;14;29;34.93;73.12;4.56
2005;10;8;5;41;0;34.45;74.14;4.44
2005;10;8;5;50;20;34.63;73.23;4.9
2005;10;8;6;4;47;34.82;73.25;4.09
2005;10;8;6;42;29;34.66;73.58;5.7
2005;10;8;6;54;21;34.67;73.34;4.56
2005;10;8;6;56;38;34.85;73.54;4.09
2005;10;8;7;12;53;34.71;73.46;3.98
2005;10;8;7;14;59;34.43;73.53;3.86
2005;10;8;7;31;59;34.62;73.26;4.9
2005;10;8;7;33;21;34.7;73.34;4.79
2005;10;8;7;37;20;34.89;73.14;5.14
2005;10;8;7;56;59;34.6;73.3;5.2
2005;10;8;8;54;6;34.37;73.66;3.75
2005;10;8;9;11;2;34.36;73.45;5.08
2005;10;8;10;24;37;34.95;73.36;4.56
2005;10;8;10;31;31;34.34;74.09;5.08
2005;10;8;11;2;53;34.71;73.0;4.67
2005;10;8;11;28;40;34.62;73.24;5.63
2005;10;8;11;30;39;34.71;73.69;5.02
2005;10;8;11;52;0;34.6;73.2;4.79
2005;10;8;12;23;17;34.67;73.11;5.76
2005;10;8;13;28;17;34.27;73.34;3.86
2005;10;8;13;39;34;34.3;73.6;4.09
2005;10;8;13;45;58;34.57;73.09;5.14
2005;10;8;13;59;29;34.85;73.45;4.21
2005;10;8;14;39;25;34.1;73.8;3.98
2005;10;8;15;22;40;35.32;73.66;4.32
2005;10;8;16;20;29;34.7;73.3;4.44
2005;10;8;16;29;10;34.7;73.25;3.86
2005;10;8;16;37;48;34.65;73.79;4.65
2005;10;8;17;11;52;34.16;73.25;3.63
2005;10;8;17;53;8;34.7;73.3;4.71
2005;10;8;19;33;36;34.6;73.22;4.83
2005;10;8;22;4;26;34.69;72.86;4.96
2005;10;8;23;21;53;34.92;73.07;3.86
2005;10;8;23;34;12;35.15;72.37;4.83
2005;10;9;1;7;47;34.43;73.27;3.51
2005;10;9;3;21;31;34.55;73.17;4.59
2005;10;9;4;17;40;34.78;74.16;4.34
2005;10;9;4;49;26;35.04;73.04;4.71
2005;10;9;6;17;2;34.78;73.01;3.63
2005;10;9;7;59;2;34.57;73.16;3.17
2005;10;9;8;58;47;34.83;73.19;4.96
2005;10;9;9;26;35;34.74;73.17;5.08
2005;10;9;11;30;40;34.29;73.45;4.71
2005;10;9;14;43;37;34.42;73.61;4.21
2005;10;9;14;56;46;34.82;73.34;4.96
2005;10;9;18;28;18;34.54;73.08;4.65
2005;10;9;18;52;58;34.84;73.36;4.77
2005;10;9;19;20;36;34.33;73.58;5.38
2005;10;9;19;46;59;34.62;72.87;4.9
2005;10;9;22;37;51;34.16;73.51;4.71
2005;10;9;23;4;57;34.82;73.13;4.28
2005;10;10;2;48;41;34.48;73.98;4.71
2005;10;10;6;54;29;34.58;73.68;4.59
2005;10;11;1;24;19;34.7;73.41;4.34
2005;10;11;15;53;18;34.6;73.6;4.83
2005;10;11;20;51;13;34.29;73.28;4.34
2005;10;12;2;54;59;34.68;73.85;4.65
2005;10;12;5;55;51;34.78;73.08;3.4
2005;10;12;6;35;58;34.73;74.02;4.77
2005;10;12;17;59;2;34.36;73.21;3.4
2005;10;13;1;1;38;34.39;73.71;4.4
2005;10;13;17;8;45;34.67;73.48;4.59
2005;10;13;20;23;1;34.97;73.06;4.83
2005;10;13;22;53;2;34.71;73.3;4.89
2005;10;17;1;43;3;34.26;73.56;4.28
2005;10;19;3;42;31;34.78;73.02;3.87
2005;10;21;16;17;33;34.63;73.42;4.53
2005;10;22;9;26;45;34.63;73.38;4.4
2005;10;22;15;31;49;34.22;73.92;4.59
2005;10;22;19;29;12;34.79;73.32;4.71
2005;10;23;15;19;49;34.88;72.99;3.28
2005;10;23;15;31;23;34.82;73.02;4.71
2005;10;23;16;37;4;34.79;73.06;3.75
2005;10;23;19;42;47;34.85;73.06;3.4
2005;10;25;14;57;50;34.6;73.3;4.53
2005;10;25;17;1;58;34.6;73.44;4.34
2005;10;31;10;34;0;17.58;92.68;4.77
2005;8;16;2;32;7;49.36;89.53;3.87
2005;11;3;23;19;12;34.72;73.11;4.59
2005;11;5;23;3;48;34.24;73.86;4.65
2005;10;8;7;43;53;34.53;73.31;4.96
2005;10;8;9;27;41;34.13;73.68;3.86
2005;10;8;9;36;49;34.32;73.65;4.96
2005;10;8;12;53;36;34.6;73.3;4.9
2005;10;9;17;9;32;34.2;73.4;3.86
2005;10;9;17;56;47;34.36;73.86;3.4
2005;10;10;3;5;44;34.05;73.44;3.4
2005;10;10;6;24;18;34.44;73.57;4.77
2005;10;10;20;3;4;34.47;73.46;4.16
2005;10;11;6;31;58;34.34;73.12;3.28
2005;10;11;7;45;11;34.38;73.72;3.4
2005;10;11;10;55;3;34.1;73.51;4.4
2005;10;11;11;51;18;34.19;73.46;3.51
2005;10;13;8;32;27;33.92;73.52;4.46
2005;10;18;18;46;38;34.5;73.2;4.53
2005;10;19;15;15;45;34.71;73.1;4.53
2005;10;19;15;51;52;34.69;73.19;4.71
2005;10;21;14;45;35;34.5;74.29;4.4
2005;10;23;14;30;44;34.06;73.43;3.51
2005;10;23;15;54;53;34.73;73.11;3.63
2005;10;27;7;21;26;34.7;73.34;3.51
2005;10;27;19;26;20;34.16;73.86;4.34
2005;11;7;14;5;15;34.4;73.56;4.71
2005;11;8;8;49;23;34.83;73.24;4.89
2005;11;8;12;55;17;34.22;73.04;4.46
2005;11;10;2;52;19;34.79;73.86;4.71
2005;11;19;11;38;3;34.4;73.03;4.59
2005;10;8;8;14;43;34.6;73.2;3.75
2005;10;8;9;21;50;34.62;74.32;3.98
2005;10;8;9;51;9;34.55;73.14;4.32
2005;10;8;19;5;3;34.57;73.26;3.51
2005;10;8;21;5;25;34.69;73.44;5.08
2005;10;9;0;54;23;34.66;73.16;3.75
2005;10;9;1;57;13;34.73;73.88;3.63
2005;10;9;4;30;18;34.64;73.2;3.4
2005;10;9;6;48;43;34.14;73.97;4.44
2005;10;9;8;3;48;34.62;73.58;3.63
2005;10;9;11;7;59;34.58;73.31;3.51
2005;10;9;15;42;43;34.74;73.24;3.76
2005;10;9;16;12;38;34.58;73.32;3.87
2005;10;11;10;27;51;34.68;73.55;3.86
2005;10;11;10;39;39;34.73;73.21;4.21
2005;10;12;5;45;51;34.56;73.86;4.59
2005;10;12;10;22;10;34.78;73.33;3.4
2005;10;12;19;3;16;34.63;73.21;3.75
2005;10;13;7;24;31;34.6;73.42;4.09
2005;10;15;17;36;54;34.74;73.7;3.28
2005;10;18;12;31;6;34.55;73.18;4.32
2005;10;19;4;0;55;34.67;73.15;3.51
2005;10;19;4;17;7;34.77;73.16;3.17
2005;10;19;4;21;22;34.77;73.23;3.28
2005;10;19;7;9;6;34.72;73.11;3.28
2005;10;20;19;42;31;34.79;73.22;3.87
2005;10;21;20;7;57;34.8;73.13;3.98
2005;10;22;13;45;8;25.86;96.66;5.14
2005;10;23;0;43;31;34.52;73.56;4.59
2005;10;23;15;59;48;34.75;73.95;3.4
2005;10;23;16;19;15;34.75;73.03;3.4
2005;10;24;6;31;6;34.5;73.2;4.71
2005;10;24;20;23;26;34.79;73.37;4.53
2005;10;27;10;30;51;34.73;73.35;4.44
2005;10;28;7;22;5;34.1;73.52;3.17
2005;10;29;4;40;13;34.75;73.45;5.39
2005;10;29;14;42;24;34.77;73.13;4.34
2005;10;31;23;20;18;34.8;73.26;4.4
2005;11;7;21;5;15;34.78;73.45;3.05
2005;11;9;0;53;45;34.71;73.43;3.75
2005;11;13;8;52;25;34.78;73.2;4.21
2005;11;21;15;18;20;34.89;74.08;4.56
2005;11;3;13;56;60;34.65;73.38;3.4
2005;11;5;20;41;55;34.07;73.2;3.87
2005;11;7;9;32;35;34.02;73.54;3.63
2005;11;7;11;43;0;37.45;69.23;3.28
2005;11;17;21;42;25;40.14;72.55;4.79
2005;11;19;19;52;49;36.0;69.07;3.28
2005;11;27;12;59;32;34.68;72.98;4.83
2005;11;28;23;50;2;34.53;73.53;3.17
2005;12;1;15;38;26;34.79;73.14;4.77
2005;12;3;0;50;4;47.96;105.46;4.83
2005;9;3;12;23;18;49.99;87.98;3.98
2005;1;12;20;44;50;20.89;97.9;3.75
2005;10;1;2;23;55;39.09;71.28;3.87
2005;10;5;20;29;7;33.64;75.73;4.09
2005;10;8;6;1;57;34.72;72.77;5.63
2005;10;8;6;14;43;34.11;73.93;4.56
2005;10;8;7;52;6;34.5;73.35;3.86
2005;10;8;8;38;8;34.67;73.36;3.4
2005;10;8;8;44;27;35.26;73.08;3.98
2005;10;8;9;35;18;34.87;73.17;3.75
2005;10;8;10;9;52;35.11;73.24;4.21
2005;10;8;11;42;15;34.77;73.1;5.76
2005;10;8;11;49;7;34.82;72.71;4.21
2005;10;8;11;50;17;34.29;73.44;3.63
2005;10;8;11;57;6;34.75;73.09;5.39
2005;10;8;12;5;30;34.63;73.14;3.51
2005;10;8;14;14;57;34.24;73.31;3.51
2005;10;8;15;49;35;34.58;73.11;4.59
2005;10;8;16;54;47;34.7;73.2;4.22
2005;10;8;17;34;17;34.58;73.16;3.28
2005;10;8;18;5;41;34.36;72.6;3.63
2005;10;8;18;34;49;34.63;73.22;3.98
2005;10;8;18;43;41;34.84;73.82;4.77
2005;10;8;18;52;14;34.51;72.99;3.28
2005;10;8;20;52;44;34.92;73.9;4.65
2005;10;8;23;15;34;34.7;73.1;4.46
2005;10;9;1;11;58;34.86;73.16;4.44
2005;10;9;2;38;17;34.41;73.16;3.05
2005;10;9;3;44;14;34.5;73.1;4.53
2005;10;9;5;16;40;34.6;73.37;3.17
2005;10;9;5;58;17;34.58;73.05;3.4
2005;10;9;7;36;14;34.53;73.0;3.51
2005;10;9;9;56;16;34.25;73.55;3.17
2005;10;9;11;40;41;34.45;73.53;4.96
2005;10;9;13;18;14;34.58;73.24;3.28
2005;10;9;14;3;55;34.65;73.37;3.51
2005;10;9;16;15;41;34.78;73.25;3.4
2005;10;9;17;22;8;34.71;73.19;4.77
2005;10;9;23;2;35;34.13;73.49;3.63
2005;10;10;1;14;16;34.52;73.15;3.28
2005;10;10;1;47;36;34.7;73.34;4.4
2005;10;10;2;41;36;34.51;73.2;3.17
2005;10;10;2;58;1;34.51;73.13;3.4
2005;10;10;3;21;9;34.76;73.08;3.51
2005;10;10;3;43;47;34.68;73.43;3.63
2005;10;10;8;36;56;35.01;73.43;3.17
2005;10;10;15;13;2;34.5;73.09;4.4
2005;10;10;17;46;57;34.85;73.36;3.28
2005;10;10;21;28;10;34.69;73.1;3.17
2005;10;10;21;42;0;34.71;73.22;2.93
2005;10;10;21;53;25;34.38;73.75;2.93
2005;10;10;22;15;59;34.71;73.0;3.75
2005;10;11;5;57;45;34.74;73.2;3.63
2005;10;13;8;33;48;34.7;73.2;4.4
2005;10;19;5;25;38;34.73;73.14;3.63
2005;12;1;16;36;29;34.2;73.82;5.45
2005;12;4;13;5;2;34.15;73.45;4.22
2005;12;9;23;23;40;42.03;72.58;4.67
2005;12;19;0;8;29;34.16;73.75;4.53
2005;12;19;9;4;28;34.99;73.86;4.59
2005;11;29;20;29;30;34.7;73.3;3.87
2005;11;30;4;27;10;34.62;73.57;2.93
2005;12;3;5;18;37;34.92;73.97;4.09
2005;12;7;11;14;42;34.61;73.24;3.98
2005;12;12;17;34;10;29.32;82.04;4.53
2005;12;16;15;49;57;34.74;73.39;3.4
2005;12;17;21;12;40;34.21;74.08;4.34
2006;1;4;12;31;14;34.64;73.31;4.83
2006;1;4;22;33;45;44.85;101.78;4.65
2006;1;6;1;56;39;51.68;116.69;4.65
2006;1;6;22;41;40;34.47;73.52;4.83
2005;10;22;21;0;44;34.89;72.9;4.96
2005;10;23;20;36;35;34.78;72.88;4.22
2005;10;24;8;15;51;34.6;73.05;4.16
2005;10;28;9;39;0;34.78;72.97;3.4
2005;10;29;12;46;15;34.5;73.1;4.28
2005;11;3;4;47;25;34.57;73.62;4.83
2005;11;3;11;21;7;34.6;73.64;3.51
2005;11;4;0;59;19;34.78;73.06;3.4
2005;11;4;12;24;55;34.67;73.17;3.17
2005;11;4;20;54;41;34.39;72.67;3.05
2005;11;7;23;44;8;50.56;88.0;3.17
2006;1;1;5;25;52;34.22;73.85;3.63
2006;1;7;12;32;32;34.25;73.89;4.71
2006;1;25;9;4;8;34.29;73.73;4.16
2006;1;28;15;41;47;34.6;72.87;3.86
2006;1;31;22;56;47;34.68;73.22;4.53
2006;2;1;13;52;39;34.32;73.45;4.65
2006;2;8;12;57;28;34.75;72.99;4.86
2006;2;8;13;24;45;34.8;73.3;4.77
2006;2;9;7;48;20;34.54;73.34;4.59
2005;10;8;18;29;48;34.75;73.11;3.98
2005;10;8;19;42;54;34.6;73.2;3.98
2005;10;9;10;49;2;34.7;73.19;4.53
2005;10;10;1;0;58;34.53;73.71;3.54
2005;10;10;3;41;24;34.78;73.18;3.05
2005;10;10;4;55;49;34.79;72.8;3.79
2005;10;10;5;21;53;34.96;73.55;5.26
2005;10;10;11;50;36;34.28;73.05;3.75
2005;10;11;6;14;28;34.73;73.46;3.98
2005;10;11;7;1;59;34.67;73.08;4.09
2005;10;11;7;39;48;34.62;73.42;3.76
2005;10;12;7;29;6;34.81;73.41;4.09
2005;10;12;19;10;16;34.11;73.33;3.63
2005;10;12;23;11;55;34.09;73.1;4.83
2005;10;13;1;19;6;34.61;72.99;3.17
2005;10;13;6;9;35;34.24;73.51;3.76
2005;10;13;16;48;38;34.58;73.31;4.53
2005;10;13;23;11;32;34.72;73.18;3.86
2005;10;14;0;27;40;34.43;73.44;3.05
2005;10;14;12;31;1;34.62;73.87;3.87
2005;10;14;14;46;21;34.71;73.41;2.93
2005;10;14;21;28;15;34.31;73.54;4.65
2005;10;15;5;10;10;34.23;73.49;4.53
2005;10;15;18;13;48;34.92;73.17;3.54
2005;10;15;21;22;58;34.93;73.42;4.34
2005;10;16;21;9;43;34.32;73.75;3.63
2005;10;17;13;31;48;34.62;72.99;4.09
2005;10;19;2;47;14;34.9;73.08;3.98
2005;10;19;5;2;50;34.76;72.98;3.05
2005;10;19;5;53;20;34.83;72.98;4.46
2005;10;19;11;14;58;34.78;73.07;3.28
2005;10;19;21;47;4;34.86;73.27;3.65
2005;10;22;9;38;48;34.73;73.17;4.19
2005;10;23;23;48;45;34.09;73.35;4.46
2005;10;24;23;21;15;34.72;73.0;2.82
2005;10;25;9;33;45;34.54;72.99;4.32
2005;10;26;1;49;24;34.19;73.7;3.63
2005;10;26;13;8;5;34.16;73.72;3.65
2005;10;26;23;34;50;34.42;73.55;3.17
2005;10;27;16;56;22;34.38;72.73;3.05
2005;10;28;18;12;50;34.02;73.37;3.17
2005;10;28;21;53;27;34.32;72.86;4.52
2005;10;31;15;24;8;34.86;73.03;5.08
2005;10;31;16;56;59;34.79;73.8;3.87
2005;11;14;6;31;3;34.69;73.19;3.05
2005;11;15;21;55;49;34.76;73.57;3.75
2005;11;17;7;9;34;34.84;73.19;4.53
2005;11;23;1;5;20;34.8;73.16;3.05
2006;1;2;6;59;28;34.8;73.22;3.65
2006;1;2;10;55;35;34.82;73.14;4.32
2006;1;11;5;4;13;34.3;73.79;3.63
2006;1;23;8;1;14;34.58;73.13;3.51
2005;11;27;13;5;7;34.73;73.02;3.86
2005;11;27;13;21;56;34.9;73.21;4.96
2005;11;28;9;10;8;34.81;73.08;4.32
2005;12;1;11;16;6;34.74;72.98;3.76
2005;8;5;10;46;16;20.11;96.43;4.46
2005;10;7;22;7;24;15.68;96.12;4.83
2005;10;8;5;49;55;34.71;73.3;4.56
2005;12;3;20;21;34;37.94;71.19;3.75
2004;8;28;1;29;51;51.08;98.22;4.59
2004;11;2;15;7;27;48.69;91.48;4.41
2005;4;28;9;53;23;51.03;98.27;3.86
2005;10;8;3;57;18;34.19;73.59;6.18
2005;10;8;4;14;28;34.65;73.09;5.02
2005;10;8;4;28;40;34.62;73.33;5.02
2005;10;8;4;37;29;34.82;73.22;4.67
2005;10;8;5;0;27;34.23;73.66;5.25
2005;10;8;5;17;10;34.78;73.27;4.44
2005;10;8;5;54;24;34.69;73.14;4.79
2005;10;8;6;8;15;34.76;73.2;4.56
2005;10;8;7;1;54;34.66;73.22;4.21
2005;10;8;7;11;51;34.71;73.64;4.09
2005;10;8;7;13;32;34.73;73.13;4.21
2005;10;8;7;20;22;34.55;73.22;4.44
2005;10;8;7;27;38;34.67;73.17;3.51
2005;10;8;8;7;38;34.32;73.45;5.39
2005;10;8;8;52;32;34.89;73.27;4.67
2005;10;8;9;31;59;34.36;73.08;4.56
2005;10;8;9;44;24;34.26;73.77;3.4
2005;10;8;9;56;7;34.6;73.05;4.09
2005;10;8;10;5;24;34.28;73.65;3.51
2005;10;8;10;38;19;34.56;73.7;3.98
2005;10;8;11;5;33;34.5;73.11;3.75
2005;10;8;12;6;29;34.62;73.22;5.51
2005;10;8;12;10;2;34.62;73.03;5.63
2005;10;8;12;16;38;34.66;73.04;4.3
2005;10;8;15;4;46;34.63;73.49;3.4
2005;10;8;18;6;14;34.7;73.2;3.75
2005;10;8;19;25;53;34.66;73.08;4.79
2005;10;9;0;44;11;34.27;73.19;3.05
2005;10;9;1;19;41;34.32;73.35;3.63
2005;10;9;1;27;39;34.67;73.28;4.34
2005;10;9;1;34;32;34.71;73.13;5.02
2005;10;9;2;7;41;34.35;73.76;3.17
2005;10;9;2;22;27;34.27;73.48;3.75
2005;10;9;2;22;45;34.75;73.37;3.4
2005;10;9;3;30;18;34.73;73.56;4.09
2005;10;9;3;44;55;34.64;73.18;3.86
2005;10;9;3;57;14;34.27;73.73;4.21
2005;10;9;6;51;18;34.24;73.38;3.51
2005;10;9;7;19;11;34.47;74.16;3.4
2005;10;9;7;24;30;34.63;73.14;4.32
2005;10;9;8;34;1;34.7;73.22;5.14
2005;10;9;8;42;51;34.62;73.54;3.98
2005;10;9;11;58;21;34.85;73.43;4.44
2005;10;9;13;33;25;34.74;73.04;3.17
2005;10;9;20;47;16;34.7;73.26;3.51
2005;10;9;22;32;6;34.92;73.35;3.75
2005;10;10;18;32;7;34.22;73.44;3.75
2005;10;13;22;58;55;34.66;73.04;4.09
2005;10;19;3;27;6;34.72;73.0;4.21
2005;10;19;5;20;26;34.69;73.35;4.19
2005;12;4;8;13;46;50.23;87.43;4.32
2005;12;15;22;49;18;34.79;73.26;3.4
2005;12;18;6;1;54;39.23;70.6;3.63
2005;12;19;12;34;5;34.68;73.27;4.03
2005;12;21;5;21;42;34.97;73.82;3.28
2005;12;25;8;41;3;34.61;72.94;4.67
